Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Ptycho56,6.45748,7.57474,6.3833,,,6.86877
Ptycho57,10.0948,11.7003,9.97266,,,10.6138
Ptycho58,4.37093,4.7402,4.30273,,,4.7307
Ptycho59,9.22066,9.64006,9.10718,,,9.63565
Ptycho5,8.90454,10.4578,8.79614,,,10.4216
Ptycho60,8.6237,9.11536,8.53589,,,9.07364
Ptycho61,6.54904,6.98883,6.45825,,,6.9693
Ptycho62,4.87403,5.31918,4.80835,,,5.24637
Ptycho63,6.90744,7.40909,6.81909,,,7.36835
Ptycho64,6.08886,11.0778,5.9834,,,6.71495
Ptycho65,6.35128,6.69327,6.28296,,,6.65163
Ptycho66,8.68634,9.14249,8.59521,,,9.12218
Ptycho67,9.74158,10.1749,9.61938,,,10.1487
Ptycho68,7.2602,7.63635,7.19678,,,7.61902
Ptycho69,7.62023,8.19388,7.46069,,,8.17297
Ptycho6,17.9168,18.4556,17.801,,,18.4194
Ptycho70,6.67443,6.93268,6.61353,,,6.92062
Ptycho71,7.36505,8.4879,7.27612,,,7.78513
Ptycho72,22.0079,22.4887,21.8767,,,22.4793
Ptycho73,4.81061,5.20206,4.74805,,,5.17818
Ptycho74,11.3377,11.8002,11.2307,,,11.7913
Ptycho75,10.5393,11.0538,10.46,,,11.0521
Ptycho76,7.37921,7.78824,7.30078,,,7.78055
Ptycho77,10.1251,10.723,9.95801,,,10.703
Ptycho78,13.8014,14.2931,13.723,,,14.2881
Ptycho79,7.038,7.40198,6.96973,,,7.39777
Ptycho7,14.5011,17.5746,13.4531,,,17.5568
Ptycho80,10.5879,11.2246,10.4321,,,11.181
Ptycho81,9.24435,9.68689,9.1311,,,9.66885
Ptycho82,16.1365,17.3058,9.11401,,,17.2022
Ptycho83,15.2824,15.7995,15.1851,,,15.7877
Ptycho84,13.3939,24.209,10.9785,,,23.7407
Ptycho85,7.28226,12.3816,7.14185,,,8.43776
Ptycho86,10.576,11.0905,10.4792,,,11.0273
Ptycho87,11.3217,25.0845,9.62573,,,24.5555
Ptycho88,20.9864,21.8655,20.7581,,,21.5829
Ptycho89,18.8562,19.6252,18.7246,,,19.3477
Ptycho8,15.0912,15.6134,14.9663,,,15.609
Ptycho90,5.13006,5.44952,5.07495,,,5.429
Ptycho91,17.1308,17.7429,16.9302,,,17.7377
Ptycho92,13.2422,13.8694,13.052,,,13.8637
Ptycho93,12.6635,13.2992,12.4861,,,13.2862
Ptycho94,15.0616,21.9821,14.8645,,,18.1483
Ptycho95,14.5153,15.1304,14.334,,,15.1221
Ptycho96,16.0655,16.5386,15.9565,,,16.5307
Ptycho97,15.4319,15.8984,15.332,,,15.8954
Ptycho98,5.07314,6.38974,5.00122,,,5.39647
Ptycho99,10.1319,10.783,9.99414,,,10.7081
Ptycho9,13.6418,40.8099,13.186,,,22.1187
