Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Bragg43-int8,0.0250887,0.0605469,0.0224609,,,0.0266113
Bragg44-int8,0.025018,0.0516357,0.0231934,,,0.0266113
Bragg45-int8,0.0277928,0.0638428,0.0250244,,,0.0295715
Bragg46-int8,0.0275979,0.0615234,0.0246582,,,0.0292969
Bragg47-int8,0.0276401,0.0628662,0.0250244,,,0.0297241
Bragg48-int8,0.028861,0.272461,0.026001,,,0.0311279
Bragg49-int8,0.0222955,0.108398,0.0197144,,,0.0239868
Bragg4-int8,0.0198505,0.0505371,0.0175781,,,0.0214844
Bragg50-int8,0.0223276,0.0623779,0.0197754,,,0.0238953
Bragg51-int8,0.030338,0.0639648,0.0269775,,,0.0321045
Bragg52-int8,0.0246878,0.0643311,0.022644,,,0.026123
Bragg53-int8,0.0249657,0.105225,0.0227051,,,0.0268555
Bragg54-int8,0.0224957,0.0595703,0.0202637,,,0.0241699
Bragg55-int8,0.024851,0.0510254,0.0229492,,,0.0264587
Bragg56-int8,0.0250605,0.0505371,0.0231934,,,0.0267334
Bragg57-int8,0.0245781,0.0529785,0.0224609,,,0.0262451
Bragg58-int8,0.0246356,0.414917,0.0224609,,,0.0266113
Bragg59-int8,0.0250039,0.0652161,0.0230103,,,0.0267029
Bragg5-int8,0.0206311,0.0646973,0.0177002,,,0.0229492
Bragg60-int8,0.0256575,0.053833,0.0236816,,,0.0272217
Bragg61-int8,0.0244955,0.0565186,0.0222168,,,0.0261841
Bragg62-int8,0.0281881,0.0673218,0.0258789,,,0.0305176
Bragg63-int8,0.0312166,0.0627441,0.0283203,,,0.0332031
Bragg64-int8,0.0279223,0.254883,0.0253906,,,0.0300293
Bragg65-int8,0.024379,0.0568848,0.0224609,,,0.026123
Bragg66-int8,0.0277762,0.276367,0.0252686,,,0.0299683
Bragg67-int8,0.0278733,0.0594482,0.0250549,,,0.0300293
Bragg68-int8,0.0278626,0.338013,0.0251465,,,0.0297852
Bragg69-int8,0.0249132,0.0529785,0.022644,,,0.0266113
Bragg6-int8,0.01992,0.045166,0.017334,,,0.0214844
Bragg70-int8,0.0200208,0.0561523,0.0175781,,,0.0216064
Bragg71-int8,0.0272846,0.0561523,0.0249023,,,0.0290527
Bragg72-int8,0.0224914,0.0576172,0.0200195,,,0.0240479
Bragg73-int8,0.0229509,0.0550537,0.0202637,,,0.0244751
Bragg74-int8,0.024432,0.0633545,0.0222168,,,0.026123
Bragg75-int8,0.0226863,0.079834,0.0200195,,,0.024292
Bragg76-int8,0.0245159,0.0585938,0.0224609,,,0.0263062
Bragg77-int8,0.019892,0.0576172,0.017334,,,0.0214844
Bragg78-int8,0.024289,0.227539,0.0219727,,,0.026123
Bragg79-int8,0.0278607,0.0625,0.0249023,,,0.0297852
Bragg7-int8,0.0279265,0.12207,0.0250244,,,0.0303955
Bragg80-int8,0.0255767,0.0621338,0.0230713,,,0.0272217
Bragg81-int8,0.024414,0.0552979,0.0222168,,,0.026123
Bragg82-int8,0.0244374,0.108154,0.0222168,,,0.0261841
Bragg83-int8,0.0249913,0.0587463,0.0224609,,,0.0267334
Bragg84-int8,0.022939,0.057373,0.0200195,,,0.0251465
Bragg85-int8,0.0254415,0.0593262,0.0236816,,,0.0270996
Bragg86-int8,0.0249486,0.0528564,0.022583,,,0.0268555
Bragg87-int8,0.0249979,0.0688477,0.0226746,,,0.0268555
Bragg88-int8,0.024256,0.0622559,0.0222168,,,0.0258789
Bragg89-int8,0.0204548,0.0515137,0.0177002,,,0.0228271
Bragg8-int8,0.0292093,0.0568848,0.0263672,,,0.0311279
Bragg90-int8,0.0227222,0.0981445,0.0201416,,,0.0244141
Bragg91-int8,0.0254547,0.0981445,0.0234985,,,0.0270996
Bragg92-int8,0.0253527,0.0601807,0.0234375,,,0.0269775
Bragg93-int8,0.0238122,0.228516,0.0214844,,,0.0256348
Bragg94-int8,0.0246803,0.109497,0.0224609,,,0.0264893
Bragg95-int8,0.0246066,0.0548096,0.0227051,,,0.0263062
Bragg96-int8,0.0253413,0.371155,0.0229492,,,0.0269775
Bragg97-int8,0.0256345,0.057373,0.0236816,,,0.0273438
Bragg98-int8,0.0255307,0.249756,0.0229492,,,0.0270996
Bragg99-int8,0.0246775,0.055542,0.0224609,,,0.0263672
Bragg9-int8,0.0272981,0.091095,0.0249023,,,0.0288086
