Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Ptycho0,14.4109,15.1369,14.2161,,,15.0873
Ptycho10,5.23417,5.62759,5.16846,,,5.58904
Ptycho11,21.4117,21.9512,21.2847,,,21.9312
Ptycho12,14.8476,15.3638,14.7246,,,15.336
Ptycho13,18.7286,20.0841,18.5718,,,19.3668
Ptycho14,9.03117,15.7735,8.6543,,,11.3676
Ptycho15,6.82324,7.26398,6.73193,,,7.23428
Ptycho16,9.68297,14.2829,9.30127,,,13.7177
Ptycho17,17.7132,18.505,17.5515,,,18.502
Ptycho18,8.44626,15.7736,8.25586,,,10.0863
Ptycho19,12.3784,12.8248,12.2788,,,12.8222
Ptycho1,13.5841,14.0955,13.479,,,14.0908
Ptycho20,9.93963,10.4105,9.8269,,,10.393
Ptycho21,12.0518,12.7919,11.9329,,,12.4954
Ptycho22,7.8509,8.44849,7.66724,,,8.42111
Ptycho23,12.2904,25.3191,11.9617,,,20.002
Ptycho24,149.502,161.135,148.842,,,161.135
Ptycho25,9.786,10.3694,9.60034,,,10.3653
Ptycho26,12.0217,12.4833,11.9243,,,12.4765
Ptycho27,17.9126,18.8163,17.7141,,,18.5689
Ptycho28,31.8573,32.3736,31.7019,,,32.3736
Ptycho29,17.3826,17.9601,17.1533,,,17.9539
Ptycho2,14.9643,15.621,14.7998,,,15.6053
Ptycho30,22.527,23.3671,22.3767,,,23.0796
Ptycho31,17.5701,18.3746,17.4412,,,18.0827
Ptycho32,11.512,11.9521,11.4065,,,11.9483
Ptycho33,10.9004,11.386,10.8076,,,11.3755
Ptycho34,16.1841,17.0692,15.9756,,,16.803
Ptycho35,9.79222,10.3976,9.63794,,,10.3831
Ptycho36,9.65313,10.1072,9.57202,,,10.0969
Ptycho37,11.1678,11.5852,11.0771,,,11.5791
Ptycho38,9.15912,33.6462,8.29785,,,33.6241
Ptycho39,9.82098,10.2266,9.71265,,,10.2231
Ptycho3,13.1245,13.6012,13.0166,,,13.5862
Ptycho40,5.37468,5.7706,5.31738,,,5.75101
Ptycho41,15.0174,19.8934,14.8589,,,15.5974
Ptycho42,18.5146,23.9471,18.3591,,,19.6051
Ptycho43,9.40471,16.8356,9.21729,,,14.829
Ptycho44,10.5059,11.1017,10.3369,,,11.0922
Ptycho45,12.6669,13.3328,12.4883,,,13.3256
Ptycho46,12.9494,13.4228,12.8308,,,13.4116
Ptycho47,11.7956,12.3366,11.6892,,,12.3247
Ptycho48,11.2317,11.7206,11.1304,,,11.7058
Ptycho49,7.55672,7.99844,7.45996,,,7.96912
Ptycho4,28.5221,29.3589,28.3379,,,29.3445
Ptycho50,11.8465,12.5035,11.667,,,12.4886
Ptycho51,15.0813,15.7895,14.8772,,,15.7495
Ptycho52,15.6647,16.1859,15.5491,,,16.1702
Ptycho53,6.46963,6.90402,6.38574,,,6.85954
Ptycho54,7.09065,7.58278,7.00073,,,7.57227
Ptycho55,9.21772,22.4059,8.57104,,,22.2107
Ptycho56,12.4754,13.0792,12.2937,,,13.075
Ptycho57,11.2045,16.9052,9.67578,,,12.5761
Ptycho58,22.5664,23.5234,22.3296,,,23.2431
Ptycho59,10.2334,10.7328,10.1423,,,10.7237
Ptycho5,7.81335,12.9211,7.65918,,,12.2467
Ptycho60,8.85542,9.31085,8.76489,,,9.30182
Ptycho61,11.1853,26.5067,10.0457,,,26.0946
Ptycho62,11.9068,49.3791,8.30786,,,48.5318
Ptycho63,15.232,15.9015,15.041,,,15.8829
Ptycho64,11.4801,11.9419,11.3821,,,11.9236
Ptycho65,15.3648,16.2891,15.1528,,,16.0391
Ptycho66,8.98778,9.43301,8.89819,,,9.42679
Ptycho67,17.1618,17.8087,16.9734,,,17.8058
Ptycho68,14.925,18.5394,14.7788,,,15.4474
Ptycho69,13.5951,14.1899,13.4011,,,14.1602
Ptycho6,6.68202,6.99808,6.61304,,,6.9924
Ptycho70,12.8487,13.4871,12.6689,,,13.4782
Ptycho71,10.8347,11.4572,10.6653,,,11.4482
Ptycho72,8.38059,25.2278,7.99683,,,24.2281
Ptycho73,14.2963,14.7648,14.1946,,,14.7578
Ptycho74,14.1961,14.8005,14.0244,,,14.7907
Ptycho75,75.3005,76.5833,75.1289,,,76.5833
Ptycho76,10.4501,10.9405,10.3669,,,10.8997
Ptycho77,15.0497,15.7586,14.9402,,,15.7474
Ptycho78,12.4502,13.3409,12.2725,,,13.0521
Ptycho79,22.4932,23.0496,22.3628,,,23.0438
Ptycho7,42.8264,327.432,29.3398,,,327.432
Ptycho80,17.5811,18.1354,17.4539,,,18.1062
Ptycho81,11.4984,11.9434,11.3865,,,11.9345
Ptycho82,10.9021,11.396,10.8293,,,11.3866
Ptycho83,12.963,13.4291,12.8652,,,13.4235
Ptycho84,11.2317,11.7139,11.1306,,,11.7001
Ptycho85,15.1237,18.3017,14.8853,,,16.3811
Ptycho86,7.07749,7.56445,7.00781,,,7.50998
Ptycho87,8.75152,9.31143,8.5874,,,9.30408
Ptycho88,12.829,15.9998,12.2805,,,15.9226
Ptycho89,9.77682,10.2673,9.6853,,,10.2389
Ptycho8,23.9399,24.8922,23.7617,,,24.7387
Ptycho90,8.37041,8.86234,8.27979,,,8.83624
Ptycho91,12.3911,12.8623,12.2715,,,12.8407
Ptycho92,9.94015,10.4124,9.83325,,,10.4004
Ptycho93,12.0416,12.5038,11.9219,,,12.4729
Ptycho94,12.1796,17.4537,11.9604,,,15.8464
Ptycho95,13.607,14.1614,13.4832,,,14.1542
Ptycho96,15.6496,16.3306,15.5178,,,16.1948
Ptycho97,6.47529,6.87341,6.40063,,,6.8575
Ptycho98,9.52014,16.4525,7.00269,,,16.0145
Ptycho99,10.8078,11.4221,10.6501,,,11.4044
Ptycho9,25.1625,38.5063,17.0715,,,37.7389
