Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Ptycho0,1.05844,1.37744,0.981445,,,1.35461
Ptycho10,1.25548,2.62856,1.1684,,,1.47058
Ptycho11,1.07586,1.52957,1.00745,,,1.4877
Ptycho12,1.3326,1.64722,1.24622,,,1.63116
Ptycho13,1.57333,2.92938,1.38647,,,2.87292
Ptycho14,0.544088,0.563538,0.519531,,,0.552734
Ptycho15,0.785773,1.08606,0.72876,,,1.05957
Ptycho16,1.0528,1.3609,0.964111,,,1.33118
Ptycho17,0.50815,0.52417,0.483887,,,0.516602
Ptycho18,0.498747,0.518799,0.474487,,,0.506836
Ptycho19,0.974445,1.34427,0.932861,,,1.32742
Ptycho1,1.02373,1.3017,0.939697,,,1.284
Ptycho20,0.839695,1.06686,0.79834,,,1.04199
Ptycho21,0.58701,0.818909,0.540405,,,0.798645
Ptycho22,0.977677,1.36313,0.933472,,,1.31854
Ptycho23,0.618446,0.817932,0.57428,,,0.797852
Ptycho24,0.387227,0.411499,0.366882,,,0.394989
Ptycho25,0.984547,1.29297,0.907623,,,1.27466
Ptycho26,0.594843,0.801819,0.556519,,,0.771851
Ptycho27,0.563584,0.750946,0.52063,,,0.724609
Ptycho28,0.295776,0.32312,0.276672,,,0.304443
Ptycho29,0.415561,0.975586,0.387939,,,0.422607
Ptycho2,1.14108,1.80055,1.08112,,,1.52022
Ptycho30,0.47454,1.09619,0.449463,,,0.483521
Ptycho31,0.251052,2.23145,0.237061,,,0.257446
Ptycho32,0.489648,1.22656,0.404541,,,0.752258
Ptycho33,0.436074,0.451172,0.411072,,,0.442871
Ptycho34,0.31372,0.558167,0.282227,,,0.525482
Ptycho35,1.07091,1.32477,1.00452,,,1.30899
Ptycho36,0.318468,0.34082,0.303085,,,0.325928
Ptycho37,0.373263,0.396362,0.347412,,,0.388458
Ptycho38,0.446978,2.20944,0.403259,,,1.82727
Ptycho39,0.242889,0.268127,0.233032,,,0.253952
Ptycho3,0.62236,0.995239,0.587158,,,0.96344
Ptycho40,0.462902,0.482666,0.43631,,,0.469971
Ptycho41,0.464333,0.484863,0.443115,,,0.472168
Ptycho42,0.499015,0.665222,0.464355,,,0.637726
Ptycho43,0.503637,0.523804,0.476196,,,0.511902
Ptycho44,0.442725,0.472473,0.418213,,,0.452393
Ptycho45,0.53233,0.727158,0.508972,,,0.699966
Ptycho46,0.353705,0.375671,0.340576,,,0.361816
Ptycho47,0.502029,1.03979,0.476562,,,0.510986
Ptycho48,0.493471,0.736725,0.449219,,,0.704971
Ptycho49,0.336876,0.356445,0.31958,,,0.34436
Ptycho4,1.05605,1.39172,0.994263,,,1.36188
Ptycho50,0.421179,0.565521,0.394653,,,0.436279
Ptycho51,0.427914,0.461945,0.402832,,,0.444214
Ptycho52,0.359771,1.04919,0.336731,,,0.369995
Ptycho53,0.386326,0.734131,0.365112,,,0.395264
Ptycho54,0.264761,0.689697,0.25177,,,0.274353
Ptycho55,0.449698,0.704834,0.425049,,,0.459473
Ptycho56,0.4148,0.632385,0.38623,,,0.601059
Ptycho57,0.466295,0.901245,0.434204,,,0.473145
Ptycho58,0.258401,0.28064,0.244873,,,0.265381
Ptycho59,0.520012,0.721985,0.493652,,,0.534821
Ptycho5,0.64555,1.22803,0.608032,,,0.65625
Ptycho60,0.485224,0.508545,0.465332,,,0.494873
Ptycho61,0.46673,0.780334,0.439667,,,0.738998
Ptycho62,0.27774,0.316711,0.265259,,,0.2854
Ptycho63,0.436794,0.458252,0.415771,,,0.445312
Ptycho64,0.321116,0.346436,0.305176,,,0.326294
Ptycho65,0.421439,0.535843,0.398285,,,0.528687
Ptycho66,0.354629,0.371506,0.330719,,,0.360718
Ptycho67,0.413631,0.434204,0.393341,,,0.422607
Ptycho68,0.39365,0.42334,0.370361,,,0.401367
Ptycho69,0.439108,0.457397,0.413696,,,0.446533
Ptycho6,0.799865,1.11581,0.763672,,,1.08698
Ptycho70,0.398632,0.420898,0.380905,,,0.405396
Ptycho71,0.352239,0.370544,0.333252,,,0.358154
Ptycho72,0.732548,0.924957,0.689453,,,0.899597
Ptycho73,0.271652,0.312988,0.25647,,,0.278961
Ptycho74,0.760442,1.76993,0.514404,,,1.64554
Ptycho75,0.47824,0.500244,0.457764,,,0.487854
Ptycho76,0.448564,0.464355,0.429199,,,0.456482
Ptycho77,0.36708,0.390442,0.340454,,,0.374268
Ptycho78,0.598187,0.778442,0.540894,,,0.752197
Ptycho79,0.39581,1.95776,0.373291,,,0.402924
Ptycho7,0.949715,1.29047,0.892426,,,1.26929
Ptycho80,0.429993,0.449463,0.411133,,,0.4375
Ptycho81,0.458656,0.484619,0.437988,,,0.466492
Ptycho82,0.432233,0.456787,0.420532,,,0.440186
Ptycho83,0.689226,1.87894,0.596985,,,1.09634
Ptycho84,0.37274,0.39563,0.355499,,,0.380127
Ptycho85,0.36207,0.384766,0.343994,,,0.369629
Ptycho86,0.448073,0.462402,0.424927,,,0.454834
Ptycho87,0.360983,0.403442,0.341263,,,0.369751
Ptycho88,0.715418,0.910156,0.6651,,,0.880341
Ptycho89,0.628189,0.786774,0.585205,,,0.761505
Ptycho8,0.944061,1.4245,0.881592,,,1.3606
Ptycho90,0.339265,1.60535,0.284302,,,1.56915
Ptycho91,0.67564,0.879456,0.628174,,,0.853699
Ptycho92,0.647294,0.858643,0.602661,,,0.840393
Ptycho93,0.524334,0.696289,0.490234,,,0.667633
Ptycho94,0.672807,0.912689,0.623901,,,0.88208
Ptycho95,0.593978,0.768433,0.552185,,,0.750732
Ptycho96,0.721217,0.939056,0.664551,,,0.911438
Ptycho97,0.637546,0.914856,0.590576,,,0.873688
Ptycho98,0.298078,0.318176,0.286621,,,0.306519
Ptycho99,0.383585,0.421356,0.365723,,,0.391846
Ptycho9,0.703565,1.08133,0.658936,,,1.04889
