Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Bragg36-int8,0.0245421,0.0494385,0.0222168,,,0.0264893
Bragg37-int8,0.0275224,0.0496826,0.0251465,,,0.0293579
Bragg38-int8,0.0268542,0.0650635,0.0241699,,,0.0284424
Bragg39-int8,0.0225547,0.0437012,0.019928,,,0.0245361
Bragg3-int8,0.0187477,0.0760498,0.0158691,,,0.0205078
Bragg40-int8,0.0220622,0.046875,0.0195312,,,0.0236816
Bragg41-int8,0.0220197,0.0554199,0.0194092,,,0.0236816
Bragg42-int8,0.0271561,0.0976562,0.0241699,,,0.0288086
Bragg43-int8,0.0242374,0.0559082,0.0217285,,,0.026062
Bragg44-int8,0.0247208,0.050293,0.0229187,,,0.0264282
Bragg45-int8,0.0267079,0.376953,0.0239258,,,0.0284729
Bragg46-int8,0.0273042,0.0623779,0.0249023,,,0.0291748
Bragg47-int8,0.0275353,0.0980225,0.0253906,,,0.0296021
Bragg48-int8,0.0273552,0.0588379,0.0244141,,,0.0292969
Bragg49-int8,0.0220346,0.0430908,0.019043,,,0.0237427
Bragg4-int8,0.0185634,0.0515137,0.015625,,,0.0205078
Bragg50-int8,0.022696,0.0426025,0.0197754,,,0.0249023
Bragg51-int8,0.0296777,0.0488281,0.0273132,,,0.0313721
Bragg52-int8,0.0240591,0.0593262,0.0217285,,,0.0259399
Bragg53-int8,0.023656,0.0507812,0.0212402,,,0.0258179
Bragg54-int8,0.0220465,0.0411377,0.0194092,,,0.0238037
Bragg55-int8,0.0244994,0.0498047,0.0222168,,,0.0264435
Bragg56-int8,0.0246486,0.0587158,0.0227051,,,0.0263977
Bragg57-int8,0.0245628,0.0473022,0.0227051,,,0.0263672
Bragg58-int8,0.0243577,0.049469,0.0219727,,,0.0263672
Bragg59-int8,0.0242981,0.3255,0.0222168,,,0.026123
Bragg5-int8,0.0185194,0.0491943,0.0158691,,,0.0202637
Bragg60-int8,0.0242702,0.144531,0.0220947,,,0.026123
Bragg61-int8,0.0245608,0.0523071,0.0219727,,,0.0263672
Bragg62-int8,0.0265964,0.114014,0.0239868,,,0.0283203
Bragg63-int8,0.0312839,0.0512695,0.0288086,,,0.0338745
Bragg64-int8,0.0269739,0.0538483,0.0244141,,,0.0285645
Bragg65-int8,0.024022,0.0505371,0.0217285,,,0.0258789
Bragg66-int8,0.0270805,0.0474854,0.0244141,,,0.0288086
Bragg67-int8,0.0269969,0.0554199,0.0247803,,,0.0290527
Bragg68-int8,0.0266108,0.0526123,0.0236816,,,0.0283203
Bragg69-int8,0.0236715,0.0466309,0.0214844,,,0.0256348
Bragg6-int8,0.0189672,0.0445557,0.0161133,,,0.020752
Bragg70-int8,0.0187419,0.110596,0.0158691,,,0.020752
Bragg71-int8,0.0272521,0.0506592,0.0244141,,,0.0290527
Bragg72-int8,0.0214035,0.0500488,0.0189209,,,0.0231934
Bragg73-int8,0.021908,0.0513916,0.019043,,,0.0236816
Bragg74-int8,0.0239606,0.217773,0.0217285,,,0.0258789
Bragg75-int8,0.0221074,0.0992126,0.0192871,,,0.0239258
Bragg76-int8,0.0249922,0.0483398,0.0227966,,,0.0268555
Bragg77-int8,0.0186642,0.0556641,0.0158691,,,0.0203857
Bragg78-int8,0.0236326,0.0483398,0.0212402,,,0.0255127
Bragg79-int8,0.0272575,0.0581055,0.0247192,,,0.0289307
Bragg7-int8,0.0267332,0.0462646,0.0236816,,,0.0284424
Bragg80-int8,0.0242221,0.045166,0.0219727,,,0.026001
Bragg81-int8,0.0241402,0.0470581,0.0217285,,,0.026123
Bragg82-int8,0.0242746,0.252686,0.0219727,,,0.0263367
Bragg83-int8,0.0240082,0.048584,0.0217285,,,0.0258789
Bragg84-int8,0.0220732,0.0423584,0.0192871,,,0.0238037
Bragg85-int8,0.0237154,0.11319,0.0213623,,,0.0258789
Bragg86-int8,0.0238392,0.0539551,0.0217285,,,0.0256042
Bragg87-int8,0.0238004,0.0454102,0.0214844,,,0.0258789
Bragg88-int8,0.0242999,0.0562744,0.0217285,,,0.026123
Bragg89-int8,0.0186142,0.0443115,0.0158691,,,0.020752
Bragg8-int8,0.0285005,0.0610352,0.0258789,,,0.0301514
Bragg90-int8,0.022471,0.0479736,0.0197754,,,0.0241699
Bragg91-int8,0.0239712,0.108521,0.0217285,,,0.0258789
Bragg92-int8,0.023718,0.0440674,0.0212402,,,0.0256348
Bragg93-int8,0.026303,0.0632324,0.0238647,,,0.0284424
Bragg94-int8,0.0235385,0.0480957,0.0212402,,,0.0253906
Bragg95-int8,0.0236512,0.0460205,0.0213623,,,0.0253906
Bragg96-int8,0.0246726,0.0660706,0.0227051,,,0.0263062
Bragg97-int8,0.0252287,0.0668945,0.0229492,,,0.0270996
Bragg98-int8,0.0251046,0.27478,0.0224609,,,0.0268555
Bragg99-int8,0.0252108,0.110474,0.0229492,,,0.0270081
Bragg9-int8,0.0257136,0.0496216,0.0236816,,,0.0275879
