Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Bragg90-int8,0.0234651,0.0997314,0.0209351,,,0.0251465
Bragg91-int8,0.0254977,0.0490112,0.0236816,,,0.0270996
Bragg92-int8,0.0263654,0.109863,0.0245361,,,0.0280762
Bragg93-int8,0.025015,0.048584,0.0227051,,,0.0270996
Bragg94-int8,0.0257177,0.109375,0.0239258,,,0.0272217
Bragg95-int8,0.0260387,0.0449219,0.0241699,,,0.0276489
Bragg96-int8,0.0267524,0.062439,0.0244141,,,0.0283203
Bragg97-int8,0.0258407,0.0476074,0.0239258,,,0.0274048
Bragg98-int8,0.0263512,0.0446777,0.0244141,,,0.0280762
Bragg99-int8,0.0261699,0.050415,0.0244141,,,0.027832
Bragg9-int8,0.0278294,0.0419922,0.0256348,,,0.0297852
