Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Bragg86-int8,0.0240875,0.05896,0.0217285,,,0.0261383
Bragg87-int8,0.0237165,0.053833,0.0214844,,,0.0255127
Bragg88-int8,0.0241062,0.0482178,0.0222168,,,0.0257568
Bragg89-int8,0.0196834,0.0435181,0.0168457,,,0.0213623
Bragg8-int8,0.0271994,0.0529785,0.0249023,,,0.0289307
Bragg90-int8,0.0219279,0.057373,0.019043,,,0.0236816
Bragg91-int8,0.0253079,0.0543213,0.0224609,,,0.0268555
Bragg92-int8,0.024609,0.059082,0.0228577,,,0.0266113
Bragg93-int8,0.0235518,0.0484619,0.0209961,,,0.0257568
Bragg94-int8,0.024417,0.0548096,0.0219727,,,0.0263672
Bragg95-int8,0.0242024,0.0533447,0.0219727,,,0.0259705
Bragg96-int8,0.0246076,0.0494385,0.0227051,,,0.0262604
Bragg97-int8,0.0240891,0.050415,0.0217285,,,0.026123
Bragg98-int8,0.0252499,0.0522461,0.0233765,,,0.0269775
Bragg99-int8,0.0248445,0.354004,0.0228271,,,0.0266113
Bragg9-int8,0.025686,0.0554199,0.0236816,,,0.0274658
