Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Ptycho43,0.496583,0.528564,0.469421,,,0.505005
Ptycho44,0.388625,0.405518,0.368469,,,0.397583
Ptycho45,0.562895,0.750595,0.523621,,,0.722321
Ptycho46,0.564164,0.792023,0.529785,,,0.770996
Ptycho47,0.547164,0.754791,0.5177,,,0.734131
Ptycho48,0.524076,0.543213,0.50415,,,0.534058
Ptycho49,0.511074,0.532471,0.48645,,,0.520874
Ptycho4,1.3953,1.93115,1.34534,,,1.89413
Ptycho50,0.436118,0.59668,0.415222,,,0.565659
Ptycho51,0.87033,1.22668,0.81958,,,1.2092
Ptycho52,0.762806,1.08594,0.730896,,,1.06641
Ptycho53,0.439274,0.480545,0.415283,,,0.473114
Ptycho54,0.396299,0.416016,0.377441,,,0.404785
Ptycho55,0.404235,0.419189,0.384674,,,0.411987
Ptycho56,0.549121,0.757538,0.505859,,,0.730103
Ptycho57,0.504038,0.529175,0.488281,,,0.512451
Ptycho58,0.821581,1.09424,0.785645,,,1.064
Ptycho59,0.676,2.31241,0.61792,,,1.38644
Ptycho5,0.463074,0.551392,0.438293,,,0.472656
Ptycho60,0.413716,1.04822,0.387207,,,0.525452
Ptycho61,0.574595,0.775085,0.527588,,,0.761627
Ptycho62,0.422534,0.446655,0.395996,,,0.429413
Ptycho63,0.611351,2.03882,0.569336,,,0.812988
Ptycho64,0.561004,0.795441,0.532715,,,0.764038
Ptycho65,0.814594,2.00049,0.759033,,,1.11841
Ptycho66,0.537638,2.22656,0.507812,,,0.711792
Ptycho67,0.657541,0.868042,0.624023,,,0.837128
Ptycho68,0.822921,1.33997,0.767822,,,1.14844
Ptycho69,0.610042,0.842728,0.569946,,,0.807373
Ptycho6,0.435326,0.456787,0.425385,,,0.443481
Ptycho70,0.502871,0.672485,0.47168,,,0.642365
Ptycho71,0.418477,0.43396,0.396606,,,0.425171
Ptycho72,0.369775,0.513428,0.349426,,,0.376587
Ptycho73,0.652216,0.896606,0.607849,,,0.868713
Ptycho74,0.595012,0.789459,0.550171,,,0.761963
Ptycho75,0.880441,1.72293,0.808594,,,1.25772
Ptycho76,0.533706,0.549561,0.511475,,,0.542725
Ptycho77,0.693263,0.733398,0.656494,,,0.706726
Ptycho78,0.721596,1.08362,0.640381,,,1.06213
Ptycho79,0.888223,1.2453,0.845886,,,1.2009
Ptycho7,1.21415,1.63544,1.15665,,,1.61792
Ptycho80,0.663202,0.950821,0.623657,,,0.893646
Ptycho81,0.564642,0.798584,0.534424,,,0.777069
Ptycho82,0.586486,0.820312,0.546631,,,0.796249
Ptycho83,0.562743,0.783905,0.525543,,,0.759521
Ptycho84,0.540673,0.764465,0.508057,,,0.733948
Ptycho85,0.866436,1.22363,0.817688,,,1.19408
Ptycho86,0.42885,0.450806,0.409943,,,0.437256
Ptycho87,0.415914,0.435822,0.400879,,,0.427673
Ptycho88,0.557126,0.776154,0.520996,,,0.749695
Ptycho89,0.508261,0.529419,0.485535,,,0.515656
Ptycho8,1.2385,2.09534,1.17548,,,2.04611
Ptycho90,0.573907,1.03448,0.520874,,,0.990692
Ptycho91,0.618028,0.876953,0.582886,,,0.844879
Ptycho92,0.60819,0.814941,0.566406,,,0.789734
Ptycho93,0.694812,1.74728,0.610596,,,1.19164
Ptycho94,0.561898,0.771912,0.520813,,,0.738861
Ptycho95,0.618453,0.645996,0.586853,,,0.630127
Ptycho96,0.773999,1.09827,0.739746,,,1.07498
Ptycho97,0.453526,0.474121,0.429688,,,0.46167
Ptycho98,0.429525,0.449219,0.409546,,,0.437988
Ptycho99,0.420346,0.616302,0.394592,,,0.536835
Ptycho9,1.17958,1.42914,1.12793,,,1.40378
