Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Bragg90-int8,0.0357275,0.0644531,0.0328369,,,0.0383301
Bragg91-int8,0.0351572,0.0566406,0.0319824,,,0.0377197
Bragg92-int8,0.03467,0.0559082,0.0314331,,,0.0374146
Bragg93-int8,0.0258702,0.0454712,0.0236816,,,0.0275879
Bragg94-int8,0.0253459,0.0460205,0.0234375,,,0.0270996
Bragg95-int8,0.0303683,0.0516357,0.0270996,,,0.0320435
Bragg96-int8,0.0300071,0.0544434,0.0273438,,,0.0316162
Bragg97-int8,0.0359337,0.0534668,0.0329285,,,0.0385742
Bragg98-int8,0.0294188,0.0510254,0.0266113,,,0.03125
Bragg99-int8,0.0257846,0.0507812,0.0235596,,,0.0275879
Bragg9-int8,0.0277577,0.0499268,0.0253906,,,0.0299072
