Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Bragg80-int8,0.023196,0.0457764,0.0209961,,,0.0250854
Bragg81-int8,0.0239311,0.0455322,0.0217285,,,0.0257568
Bragg82-int8,0.0243684,0.126343,0.0217285,,,0.026062
Bragg83-int8,0.0242448,0.048584,0.0214844,,,0.0262451
Bragg84-int8,0.0218882,0.0463867,0.019043,,,0.0234375
Bragg85-int8,0.0236218,0.0465088,0.0214844,,,0.0253906
Bragg86-int8,0.0240267,0.0450439,0.0214844,,,0.0258789
Bragg87-int8,0.0237729,0.351257,0.0214844,,,0.0256958
Bragg88-int8,0.0238109,0.0457764,0.0217285,,,0.0256348
Bragg89-int8,0.016769,0.0952148,0.0142517,,,0.0185242
Bragg8-int8,0.0287372,0.0489502,0.0263672,,,0.0302734
Bragg90-int8,0.0206243,0.0506592,0.0180664,,,0.0224609
Bragg91-int8,0.0233724,0.305847,0.0209961,,,0.0253906
Bragg92-int8,0.0245525,0.0477295,0.0224609,,,0.0263672
Bragg93-int8,0.0228579,0.0446777,0.0202637,,,0.0249023
Bragg94-int8,0.0234539,0.221436,0.0211182,,,0.0253906
Bragg95-int8,0.0237209,0.0462646,0.0213623,,,0.0256348
Bragg96-int8,0.0243732,0.0560913,0.0219727,,,0.0262451
Bragg97-int8,0.0232371,0.0439453,0.0209961,,,0.0250244
Bragg98-int8,0.0238104,0.0516357,0.0214844,,,0.0257568
Bragg99-int8,0.024801,0.0447998,0.0224609,,,0.0265198
Bragg9-int8,0.0261771,0.0560303,0.0239258,,,0.0279541
