Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Bragg55-int8,0.0322172,0.251465,0.029541,,,0.0352783
Bragg56-int8,0.0306391,0.0557861,0.027832,,,0.0324707
Bragg57-int8,0.0325594,0.053833,0.029541,,,0.0351562
Bragg58-int8,0.0322841,0.0620117,0.029541,,,0.0350037
Bragg59-int8,0.0304002,0.332275,0.0275879,,,0.0324707
Bragg5-int8,0.0299951,0.0632324,0.0270996,,,0.0315247
Bragg60-int8,0.0297007,0.0625,0.0268555,,,0.03125
Bragg61-int8,0.0271613,0.0493774,0.0246582,,,0.0291748
Bragg62-int8,0.0327367,0.0581055,0.0297852,,,0.0349731
Bragg63-int8,0.0334154,0.0678711,0.0302734,,,0.0358276
Bragg64-int8,0.0419533,0.10791,0.0389404,,,0.0441589
Bragg65-int8,0.0377134,0.0649414,0.0349121,,,0.0400391
Bragg66-int8,0.0370794,0.0546875,0.0341797,,,0.0395508
Bragg67-int8,0.0354165,0.0654297,0.0323486,,,0.0379639
Bragg68-int8,0.0481183,0.0751953,0.043457,,,0.0528564
Bragg69-int8,0.0358644,0.0615234,0.0322266,,,0.0383301
Bragg6-int8,0.0246742,0.0522461,0.0227051,,,0.0264893
Bragg70-int8,0.0385597,0.060791,0.0358887,,,0.0407715
Bragg71-int8,0.0423752,0.0918121,0.0375977,,,0.0507507
Bragg72-int8,0.0407187,0.0715332,0.0375977,,,0.0429688
Bragg73-int8,0.0357884,0.0705566,0.0324707,,,0.0383301
Bragg74-int8,0.0370531,0.0599365,0.0336914,,,0.0395966
Bragg75-int8,0.0259108,0.0550537,0.0236816,,,0.0276794
Bragg76-int8,0.0337473,0.0562134,0.0310059,,,0.036499
Bragg77-int8,0.0322086,0.0517578,0.029541,,,0.0350342
Bragg78-int8,0.0333852,0.0652466,0.0305176,,,0.0356445
Bragg79-int8,0.0356195,0.0703125,0.0324707,,,0.0380249
Bragg7-int8,0.0256671,0.0447998,0.0234375,,,0.0275574
Bragg80-int8,0.0323905,0.0527344,0.0297852,,,0.0350342
Bragg81-int8,0.0363874,0.0676575,0.0330811,,,0.0389404
Bragg82-int8,0.0227295,0.2854,0.0200195,,,0.0246582
Bragg83-int8,0.035769,0.0639648,0.0322266,,,0.038208
Bragg84-int8,0.0331577,0.35083,0.0300293,,,0.0356445
Bragg85-int8,0.0357218,0.0610352,0.0324707,,,0.0383301
Bragg86-int8,0.0355685,0.065918,0.0322266,,,0.0379639
Bragg87-int8,0.0311176,0.0512695,0.0286865,,,0.0333862
Bragg88-int8,0.0352982,0.0548096,0.0321045,,,0.0378418
Bragg89-int8,0.0317458,0.0654297,0.0290527,,,0.0344238
Bragg8-int8,0.0273486,0.0567627,0.0249023,,,0.0292358
Bragg90-int8,0.0353597,1.90967,0.0319824,,,0.0378418
Bragg91-int8,0.0352473,0.0606689,0.0319061,,,0.0378418
Bragg92-int8,0.0342951,0.0686035,0.0314941,,,0.0370178
Bragg93-int8,0.026703,0.0562744,0.0241699,,,0.0282593
Bragg94-int8,0.0273469,0.341797,0.0247498,,,0.0292969
Bragg95-int8,0.0304962,0.0524902,0.0278015,,,0.0323486
Bragg96-int8,0.0302972,0.0554199,0.0270996,,,0.0324707
Bragg97-int8,0.035233,0.213257,0.0319824,,,0.0378418
Bragg98-int8,0.0304644,0.303223,0.0273438,,,0.0322266
Bragg99-int8,0.026742,0.246582,0.0239258,,,0.0283203
Bragg9-int8,0.0277088,0.0512695,0.0253906,,,0.0297852
