Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Ptycho53,2.31993,4.26175,2.26941,,,2.50397
Ptycho54,1.78239,1.93634,1.75049,,,1.91199
Ptycho55,2.46285,2.64386,2.42041,,,2.62219
Ptycho56,9.88142,10.0297,9.81348,,,10.0086
Ptycho57,2.7841,4.57584,2.73438,,,2.93518
Ptycho58,1.29763,2.54941,1.24512,,,2.43661
Ptycho59,2.57244,4.04703,2.51904,,,2.71205
Ptycho5,2.55104,4.19044,2.48206,,,2.70221
Ptycho60,2.43618,4.41354,2.38721,,,2.59875
Ptycho61,1.90746,3.48878,1.86731,,,2.039
Ptycho62,1.40836,2.5994,1.37073,,,1.52771
Ptycho63,1.97723,2.14465,1.93188,,,2.13043
Ptycho64,1.69239,1.78394,1.65649,,,1.77597
Ptycho65,1.86626,3.11954,1.81494,,,2.12178
Ptycho66,2.39251,2.55396,2.35986,,,2.53354
Ptycho67,2.63851,4.20969,2.59436,,,2.76849
Ptycho68,2.03137,3.97742,1.98242,,,2.81001
Ptycho69,2.13803,2.33588,2.09473,,,2.29465
Ptycho6,4.90604,7.92404,4.76831,,,7.56674
Ptycho70,2.12721,20.4782,1.88232,,,7.68872
Ptycho71,2.0526,3.81363,2.01294,,,2.18781
Ptycho72,5.84122,8.26981,5.76196,,,6.27013
Ptycho73,1.38082,2.45474,1.34741,,,1.46928
Ptycho74,3.12667,5.2892,3.07275,,,3.29895
Ptycho75,2.92527,3.53052,2.88739,,,3.10376
Ptycho76,2.39243,22.8799,2.08594,,,14.7823
Ptycho77,2.7268,2.93109,2.67871,,,2.91852
Ptycho78,3.7841,4.02985,3.73608,,,3.99567
Ptycho79,2.04393,3.38293,1.99536,,,2.15875
Ptycho7,3.95396,6.24471,3.83643,,,5.00687
Ptycho80,3.54216,6.80969,2.82422,,,6.79697
Ptycho81,2.55874,4.28,2.51099,,,2.70959
Ptycho82,2.28132,3.92284,2.21997,,,2.46179
Ptycho83,4.18854,4.50226,4.13306,,,4.41791
Ptycho84,2.95432,3.12442,2.91821,,,3.10175
Ptycho85,2.02852,3.57172,1.97241,,,3.42249
Ptycho86,2.8874,4.74896,2.84229,,,3.04352
Ptycho87,2.64126,2.84305,2.60645,,,2.77817
Ptycho88,5.54812,8.81226,5.45923,,,6.79225
Ptycho89,5.36488,9.99614,4.92041,,,9.2471
Ptycho8,4.25207,6.6675,4.15149,,,5.28482
Ptycho90,1.48383,1.59882,1.45917,,,1.58044
Ptycho91,4.62498,7.56982,4.54883,,,4.91811
Ptycho92,3.62357,6.06718,3.55908,,,3.83472
Ptycho93,3.42266,3.659,3.36914,,,3.64362
Ptycho94,4.06157,4.66187,4.00684,,,4.22711
Ptycho95,3.92399,4.28691,3.86694,,,4.14856
Ptycho96,4.41659,6.05901,4.35034,,,4.64403
Ptycho97,4.1853,4.41504,4.13171,,,4.39331
Ptycho98,1.6028,9.58499,1.4436,,,8.13705
Ptycho99,2.74377,2.97382,2.70361,,,2.93793
Ptycho9,3.68817,6.41011,3.62866,,,3.88637
