Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Ptycho88,6.44464,6.77956,6.36377,,,6.76794
Ptycho89,5.16743,10.3246,5.03467,,,9.44751
Ptycho8,12.4191,12.9388,12.3071,,,12.8746
Ptycho90,4.39145,4.68866,4.32837,,,4.64941
Ptycho91,6.41835,6.78423,6.35394,,,6.67285
Ptycho92,5.22392,8.71342,5.14282,,,5.48541
Ptycho93,8.26598,24.9104,6.15234,,,24.7115
Ptycho94,6.24257,6.52179,6.17786,,,6.50581
Ptycho95,7.02483,7.36786,6.95654,,,7.3497
Ptycho96,8.07229,8.40323,7.99658,,,8.40073
Ptycho97,3.44457,5.985,3.38989,,,3.65631
Ptycho98,3.7547,4.03061,3.698,,,3.99487
Ptycho99,5.54986,5.92578,5.4436,,,5.86827
Ptycho9,9.12419,15.1317,8.8689,,,14.6627
