Engine File,Mean Latency (ms),Max Latency (ms),Min Latency (ms),90th Percentile Latency (ms),95th Percentile Latency (ms),99th Percentile Latency (ms)
Bragg35-int8,0.0340229,0.0717773,0.03125,,,0.0361328
Bragg36-int8,0.0311511,0.0565186,0.02771,,,0.0332031
Bragg37-int8,0.0235429,0.265869,0.020752,,,0.0252075
Bragg38-int8,0.0235943,0.046936,0.0209351,,,0.0252838
Bragg39-int8,0.0372823,0.102997,0.0341797,,,0.0394897
Bragg3-int8,0.0209059,0.0461426,0.0186768,,,0.0224609
Bragg40-int8,0.0240983,0.0587769,0.0213928,,,0.0257568
Bragg41-int8,0.0234677,0.0459595,0.020874,,,0.0251465
Bragg42-int8,0.0358293,0.0620117,0.0324707,,,0.0380859
Bragg43-int8,0.0301144,0.0476074,0.0269775,,,0.0323486
Bragg44-int8,0.0275877,0.0441895,0.0253906,,,0.029541
Bragg45-int8,0.030156,0.10376,0.0270386,,,0.0324707
Bragg46-int8,0.0287797,0.0557861,0.0257568,,,0.0308228
Bragg47-int8,0.0287923,0.0515137,0.026123,,,0.0310059
Bragg48-int8,0.0307184,0.0544434,0.0275879,,,0.032959
Bragg49-int8,0.0255353,0.0629883,0.0236816,,,0.0270996
Bragg4-int8,0.0208092,0.288818,0.0185547,,,0.0224609
Bragg50-int8,0.0245844,0.0476685,0.0224609,,,0.0262451
Bragg51-int8,0.0318928,0.0510254,0.0290527,,,0.0343018
Bragg52-int8,0.0340609,0.0617676,0.0314941,,,0.0363159
Bragg53-int8,0.0348612,0.0585938,0.0322266,,,0.0371094
Bragg54-int8,0.0318252,0.0576172,0.0290527,,,0.0343018
Bragg55-int8,0.0367509,0.0568848,0.0336914,,,0.0389404
Bragg56-int8,0.0330345,0.064209,0.0302734,,,0.0354004
Bragg57-int8,0.0371458,0.0629883,0.0341797,,,0.0393066
Bragg58-int8,0.037289,0.0524902,0.0339355,,,0.0396729
Bragg59-int8,0.0334536,0.0646973,0.0305176,,,0.0356445
Bragg5-int8,0.0317831,0.0593262,0.0288086,,,0.0341797
Bragg60-int8,0.0317435,0.0511475,0.0288086,,,0.0338135
Bragg61-int8,0.0298901,0.050293,0.0268555,,,0.032135
Bragg62-int8,0.0409143,0.0703125,0.0378418,,,0.0430908
Bragg63-int8,0.0409113,0.0688477,0.0378418,,,0.043457
Bragg64-int8,0.048185,0.0686035,0.0450439,,,0.0522461
Bragg65-int8,0.0482044,0.0681152,0.0449219,,,0.0527954
Bragg66-int8,0.0444659,0.0715332,0.0418701,,,0.0461426
Bragg67-int8,0.0414677,0.0678711,0.0386963,,,0.0437012
Bragg68-int8,0.0496571,0.0894775,0.0465088,,,0.0573425
Bragg69-int8,0.0406131,0.0690918,0.0375977,,,0.0429688
Bragg6-int8,0.0264299,0.0440674,0.0244141,,,0.0280762
Bragg70-int8,0.0542838,0.0966187,0.0489502,,,0.0626831
Bragg71-int8,0.0514246,0.100952,0.0478516,,,0.0550537
Bragg72-int8,0.0476877,0.6073,0.0446777,,,0.0515137
Bragg73-int8,0.0406316,0.0690918,0.0375977,,,0.0429688
Bragg74-int8,0.0434463,0.0686035,0.0407715,,,0.0454102
Bragg75-int8,0.0292027,0.341187,0.026123,,,0.0316772
Bragg76-int8,0.0371355,0.0603027,0.0343628,,,0.0394897
Bragg77-int8,0.0362858,0.0559082,0.032959,,,0.0385742
Bragg78-int8,0.0370825,0.0551758,0.0339355,,,0.0394897
Bragg79-int8,0.0414154,0.0751953,0.0388184,,,0.0437012
Bragg7-int8,0.0294561,0.0627441,0.0266113,,,0.0314941
Bragg80-int8,0.0364869,0.0578613,0.0332031,,,0.0390015
Bragg81-int8,0.0408107,0.0883789,0.0378418,,,0.0432129
Bragg82-int8,0.0247614,0.0487366,0.0227051,,,0.0264282
Bragg83-int8,0.0418829,0.0720215,0.0390625,,,0.0440674
Bragg84-int8,0.0378459,0.0715332,0.034668,,,0.0402832
Bragg85-int8,0.0409813,0.127136,0.0380859,,,0.0433044
Bragg86-int8,0.0418774,0.065918,0.0390625,,,0.0439453
Bragg87-int8,0.0343709,0.064209,0.0317383,,,0.036377
Bragg88-int8,0.0414956,0.0668945,0.0384521,,,0.0439453
Bragg89-int8,0.0364089,0.0549316,0.0332031,,,0.0388184
Bragg8-int8,0.0309678,0.0579529,0.027832,,,0.0330811
Bragg90-int8,0.0416061,0.0749512,0.0390625,,,0.0439453
Bragg91-int8,0.0406698,0.0717773,0.0378418,,,0.0429688
Bragg92-int8,0.0408299,0.0603027,0.0377808,,,0.0434265
Bragg93-int8,0.0298395,0.0500488,0.0266113,,,0.0319824
Bragg94-int8,0.0287412,0.114746,0.0258789,,,0.0310059
Bragg95-int8,0.0359068,0.0637207,0.0324707,,,0.0379639
Bragg96-int8,0.033479,0.0507812,0.0305176,,,0.0358887
Bragg97-int8,0.0406319,0.0664062,0.0375977,,,0.0427856
Bragg98-int8,0.0332499,0.561279,0.0302734,,,0.0361938
Bragg99-int8,0.0302517,0.052002,0.0270386,,,0.0324707
Bragg9-int8,0.0311574,0.0957031,0.0279541,,,0.0333252
